timestamp, amount, name
1742317187,350586,resolv-s1-9s-ustusrpp
1742403587,11774326,resolv-s1-9s-ustusrpp
1742489987,29557013,resolv-s1-9s-ustusrpp
1742576387,51764063,resolv-s1-9s-ustusrpp
1742662787,73978090,resolv-s1-9s-ustusrpp
1742749187,96192117,resolv-s1-9s-ustusrpp
1742835587,118406144,resolv-s1-9s-ustusrpp
1742921987,141811033,resolv-s1-9s-ustusrpp
1742980223,171487652,resolv-s1-9s-ustusrpp
1742980235,171487652,resolv-s1-9s-ustusrpp
1742991887,171487652,resolv-s1-9s-ustusrpp
1742991983,171487652,resolv-s1-9s-ustusrpp
1743001187,171487652,resolv-s1-9s-ustusrpp
1743015551,171487652,resolv-s1-9s-ustusrpp
1743015551,171487652,resolv-s1-9s-ustusrpp
1743064727,201310141,resolv-s1-9s-ustusrpp
1743078707,201310141,resolv-s1-9s-ustusrpp
1743087575,201310141,resolv-s1-9s-ustusrpp
1743094787,201310141,resolv-s1-9s-ustusrpp
1743164447,232910516,resolv-s1-9s-ustusrpp
1743165143,232910516,resolv-s1-9s-ustusrpp
1743173975,232910516,resolv-s1-9s-ustusrpp
1743181187,232910516,resolv-s1-9s-ustusrpp
1743250679,264407209,resolv-s1-9s-ustusrpp
1743252719,264407209,resolv-s1-9s-ustusrpp
1743260387,264407209,resolv-s1-9s-ustusrpp
1743267587,264407209,resolv-s1-9s-ustusrpp
1743343187,292316200,resolv-s1-9s-ustusrpp
1743350387,292316200,resolv-s1-9s-ustusrpp
1743425735,320225191,resolv-s1-9s-ustusrpp
1743429587,320225191,resolv-s1-9s-ustusrpp
1743435095,320225191,resolv-s1-9s-ustusrpp
1743436787,320225191,resolv-s1-9s-ustusrpp
1743509231,348404037,resolv-s1-9s-ustusrpp
1743510095,348404037,resolv-s1-9s-ustusrpp
1743515987,348404037,resolv-s1-9s-ustusrpp
1743523187,348404037,resolv-s1-9s-ustusrpp
1743595607,373972732,resolv-s1-9s-ustusrpp
1743597755,373972732,resolv-s1-9s-ustusrpp
1743602387,373972732,resolv-s1-9s-ustusrpp
1743609587,373972732,resolv-s1-9s-ustusrpp
1743669059,399564867,resolv-s1-9s-ustusrpp
1743679127,399564867,resolv-s1-9s-ustusrpp
1743682763,399564867,resolv-s1-9s-ustusrpp
1743683939,399564867,resolv-s1-9s-ustusrpp
1743688787,399564867,resolv-s1-9s-ustusrpp
1743691739,399564867,resolv-s1-9s-ustusrpp
1743695987,399564867,resolv-s1-9s-ustusrpp
1743769643,425089569,resolv-s1-9s-ustusrpp
1743769643,425089569,resolv-s1-9s-ustusrpp
1743769643,425089569,resolv-s1-9s-ustusrpp
1743769943,425089569,resolv-s1-9s-ustusrpp
1743772091,425089569,resolv-s1-9s-ustusrpp
1743775187,425089569,resolv-s1-9s-ustusrpp
1743782387,425089569,resolv-s1-9s-ustusrpp
1743868823,450884650,resolv-s1-9s-ustusrpp
1743871475,450884650,resolv-s1-9s-ustusrpp
1743924851,475152542,resolv-s1-9s-ustusrpp
1743942203,475152542,resolv-s1-9s-ustusrpp
1743942215,475152542,resolv-s1-9s-ustusrpp
1743944111,475152542,resolv-s1-9s-ustusrpp
1743947987,475152542,resolv-s1-9s-ustusrpp
1743955187,475152542,resolv-s1-9s-ustusrpp
1744034387,498121345,resolv-s1-9s-ustusrpp
1744036199,498121345,resolv-s1-9s-ustusrpp
1744038167,498121345,resolv-s1-9s-ustusrpp
1744041599,498121345,resolv-s1-9s-ustusrpp
1744120787,521697170,resolv-s1-9s-ustusrpp
1744127987,521697170,resolv-s1-9s-ustusrpp
1744210955,545513707,resolv-s1-9s-ustusrpp
1744214387,545513707,resolv-s1-9s-ustusrpp
1744290851,569002765,resolv-s1-9s-ustusrpp
1744293479,569002765,resolv-s1-9s-ustusrpp
1744300787,569002765,resolv-s1-9s-ustusrpp
1744373759,592619268,resolv-s1-9s-ustusrpp
1744379987,592619268,resolv-s1-9s-ustusrpp
1744380515,592619268,resolv-s1-9s-ustusrpp
1744387187,592619268,resolv-s1-9s-ustusrpp
1744466387,616236423,resolv-s1-9s-ustusrpp
1744473587,616236423,resolv-s1-9s-ustusrpp
1744477427,616236423,resolv-s1-9s-ustusrpp
1744549319,639928013,resolv-s1-9s-ustusrpp
1744552787,639928013,resolv-s1-9s-ustusrpp
1744559987,639928013,resolv-s1-9s-ustusrpp
1744632635,664096710,resolv-s1-9s-ustusrpp
1744639187,664096710,resolv-s1-9s-ustusrpp
1744646387,664096710,resolv-s1-9s-ustusrpp
1744711511,689548784,resolv-s1-9s-ustusrpp
1744725587,689548784,resolv-s1-9s-ustusrpp
1744727411,689548784,resolv-s1-9s-ustusrpp
1744732787,689548784,resolv-s1-9s-ustusrpp
1744809539,715004579,resolv-s1-9s-ustusrpp
1744813823,715004579,resolv-s1-9s-ustusrpp
1744813979,715004579,resolv-s1-9s-ustusrpp
1744814003,715004579,resolv-s1-9s-ustusrpp
1744819187,715004579,resolv-s1-9s-ustusrpp
1744897007,740340692,resolv-s1-9s-ustusrpp
1744897355,740340692,resolv-s1-9s-ustusrpp
1744898087,740340692,resolv-s1-9s-ustusrpp
1744905587,740340692,resolv-s1-9s-ustusrpp
1744979123,765063177,resolv-s1-9s-ustusrpp
1744984787,765063177,resolv-s1-9s-ustusrpp
1744991987,765063177,resolv-s1-9s-ustusrpp
1745061515,789785663,resolv-s1-9s-ustusrpp
1745071139,789785663,resolv-s1-9s-ustusrpp
1745078387,789785663,resolv-s1-9s-ustusrpp
1745157599,814508148,resolv-s1-9s-ustusrpp
1745164787,814508148,resolv-s1-9s-ustusrpp
1745240519,839230634,resolv-s1-9s-ustusrpp
1745243987,839230634,resolv-s1-9s-ustusrpp
1745251187,839230634,resolv-s1-9s-ustusrpp
1745330387,863988202,resolv-s1-9s-ustusrpp
1745337443,863988202,resolv-s1-9s-ustusrpp
1745416031,888745770,resolv-s1-9s-ustusrpp
1745416787,888745770,resolv-s1-9s-ustusrpp
1745423987,888745770,resolv-s1-9s-ustusrpp
1745424359,888745770,resolv-s1-9s-ustusrpp
1745503187,913527882,resolv-s1-9s-ustusrpp
1745510387,913527882,resolv-s1-9s-ustusrpp
1745591927,938309994,resolv-s1-9s-ustusrpp
1745596787,938309994,resolv-s1-9s-ustusrpp
1745599667,938309994,resolv-s1-9s-ustusrpp
1745675987,963092106,resolv-s1-9s-ustusrpp
1745683187,963092106,resolv-s1-9s-ustusrpp
1745684063,963092106,resolv-s1-9s-ustusrpp
1745684351,963092106,resolv-s1-9s-ustusrpp
1745762387,993755433,resolv-s1-9s-ustusrpp
1745769587,993755433,resolv-s1-9s-ustusrpp
1745773187,994983677,resolv-s1-9s-ustusrpp
1745776787,996211921,resolv-s1-9s-ustusrpp
1745780387,997440164,resolv-s1-9s-ustusrpp
1745783987,998668408,resolv-s1-9s-ustusrpp
1745787587,999896652,resolv-s1-9s-ustusrpp
1745791187,1001124896,resolv-s1-9s-ustusrpp
1745794787,1002353139,resolv-s1-9s-ustusrpp
1745798387,1003581383,resolv-s1-9s-ustusrpp
1745801987,1004809627,resolv-s1-9s-ustusrpp
1745805587,1006037871,resolv-s1-9s-ustusrpp
1745809187,1007266114,resolv-s1-9s-ustusrpp
1745812787,1008494358,resolv-s1-9s-ustusrpp
1745816387,1009722602,resolv-s1-9s-ustusrpp
1745819987,1010950846,resolv-s1-9s-ustusrpp
1745823587,1012179090,resolv-s1-9s-ustusrpp
1745827187,1013407333,resolv-s1-9s-ustusrpp
1745830787,1014635577,resolv-s1-9s-ustusrpp
1745834387,1015863821,resolv-s1-9s-ustusrpp
1745837987,1017092065,resolv-s1-9s-ustusrpp
1745841587,1018320308,resolv-s1-9s-ustusrpp
1745845187,1019548552,resolv-s1-9s-ustusrpp
1745848787,1020776796,resolv-s1-9s-ustusrpp
1745852387,1022005040,resolv-s1-9s-ustusrpp
1745855987,1023233283,resolv-s1-9s-ustusrpp
1745859587,1024461527,resolv-s1-9s-ustusrpp
1745863187,1025689771,resolv-s1-9s-ustusrpp
1745866787,1026918015,resolv-s1-9s-ustusrpp
1745870387,1028146258,resolv-s1-9s-ustusrpp
1745873987,1029374502,resolv-s1-9s-ustusrpp
1745877587,1030602746,resolv-s1-9s-ustusrpp
1745881187,1031830990,resolv-s1-9s-ustusrpp
1745884787,1033059234,resolv-s1-9s-ustusrpp
1745888387,1034287477,resolv-s1-9s-ustusrpp
1745891987,1035515721,resolv-s1-9s-ustusrpp
1745895587,1036743965,resolv-s1-9s-ustusrpp
1745899187,1037972209,resolv-s1-9s-ustusrpp
1745902787,1039200452,resolv-s1-9s-ustusrpp
1745906387,1040428696,resolv-s1-9s-ustusrpp
1745909987,1041656940,resolv-s1-9s-ustusrpp
1745913587,1042885184,resolv-s1-9s-ustusrpp
1745917187,1044113427,resolv-s1-9s-ustusrpp
1745920787,1045341671,resolv-s1-9s-ustusrpp
1745924387,1046569915,resolv-s1-9s-ustusrpp
1745927987,1047798159,resolv-s1-9s-ustusrpp
1745931587,1049026403,resolv-s1-9s-ustusrpp
1745935187,1050254646,resolv-s1-9s-ustusrpp
1745938787,1051482890,resolv-s1-9s-ustusrpp
1745942387,1052711134,resolv-s1-9s-ustusrpp
1745945987,1053939378,resolv-s1-9s-ustusrpp
1745949587,1055167621,resolv-s1-9s-ustusrpp
1745953187,1056395865,resolv-s1-9s-ustusrpp
1745956787,1057624109,resolv-s1-9s-ustusrpp
1745960387,1058852353,resolv-s1-9s-ustusrpp
1745963987,1060080596,resolv-s1-9s-ustusrpp
1745967587,1061308840,resolv-s1-9s-ustusrpp
1745971187,1062537084,resolv-s1-9s-ustusrpp
1745974787,1063765328,resolv-s1-9s-ustusrpp
1745978387,1064993572,resolv-s1-9s-ustusrpp
1745981987,1066221815,resolv-s1-9s-ustusrpp
1745985587,1067450059,resolv-s1-9s-ustusrpp
1745989187,1068678303,resolv-s1-9s-ustusrpp
1745992787,1069906547,resolv-s1-9s-ustusrpp
1745996387,1071134790,resolv-s1-9s-ustusrpp
1745999987,1072363034,resolv-s1-9s-ustusrpp
1746003587,1073591278,resolv-s1-9s-ustusrpp
1746007187,1074819522,resolv-s1-9s-ustusrpp
